,spring,winter,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),TEMP (°C),RH (%),DEWPOINT (°C),WS2A (MPS),WD2A,CW2A (MPS),LIGHTS,WhatTime,label
630,0.0,1.0,1019.3,1020.84,1019.28,14.6,74,10.06,4.26,89,2.19,10,18,3200
631,0.0,1.0,1019.3,1020.84,1019.28,14.7,74,10.16,4.03,91,2.2,10,18,3200
632,0.0,1.0,1019.4,1020.94,1019.38,14.7,74,10.16,3.56,92,1.99,10,18,3200
633,0.0,1.0,1019.4,1020.94,1019.38,14.5,74,9.97,3.28,90,1.74,10,18,3200
634,0.0,1.0,1019.4,1020.94,1019.38,14.4,74,9.87,3.43,90,1.82,10,18,3200
635,0.0,1.0,1019.4,1020.94,1019.38,14.3,74,9.77,3.56,91,1.94,10,18,3200
636,0.0,1.0,1019.4,1020.94,1019.38,14.2,75,9.88,3.6,90,1.91,10,18,3200
637,0.0,1.0,1019.4,1020.94,1019.38,14.2,75,9.88,3.59,90,1.91,10,18,3200
638,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,3.37,91,1.83,10,18,3200
639,0.0,1.0,1019.5,1021.05,1019.48,14.2,76,10.07,3.09,92,1.73,10,18,3200
640,0.0,1.0,1019.5,1021.05,1019.48,14.1,75,9.78,3.13,91,1.7,10,18,3200
641,0.0,1.0,1019.5,1021.05,1019.48,14.0,76,9.88,3.36,91,1.83,10,18,3200
642,0.0,1.0,1019.5,1021.04,1019.48,13.9,76,9.78,3.41,91,1.85,10,18,3200
643,0.0,1.0,1019.5,1021.04,1019.48,13.9,77,9.97,3.27,90,1.74,10,18,3200
644,0.0,1.0,1019.5,1021.04,1019.48,13.8,77,9.88,3.23,90,1.71,10,18,3200
645,0.0,1.0,1019.5,1021.04,1019.48,13.8,77,9.88,3.5,90,1.85,10,18,3200
646,0.0,1.0,1019.5,1021.04,1019.48,13.8,77,9.88,3.65,92,2.04,10,18,3200
647,0.0,1.0,1019.5,1021.04,1019.48,13.9,78,10.17,3.48,94,2.05,10,18,3200
648,0.0,1.0,1019.5,1021.04,1019.48,13.9,77,9.97,3.31,90,1.75,10,18,3200
649,0.0,1.0,1019.5,1021.04,1019.48,13.9,77,9.97,3.18,85,1.44,10,18,3200
650,0.0,1.0,1019.5,1021.04,1019.48,13.8,77,9.88,3.76,84,1.65,10,18,3200
651,0.0,1.0,1019.5,1021.04,1019.48,13.7,77,9.78,4.29,88,2.15,10,18,3200
652,0.0,1.0,1019.5,1021.04,1019.48,13.9,78,10.17,4.0,92,2.24,10,18,3200
653,0.0,1.0,1019.5,1021.04,1019.48,14.1,78,10.36,3.73,94,2.19,10,18,3200
654,0.0,1.0,1019.5,1021.04,1019.48,14.1,77,10.17,3.8,95,2.28,10,18,3200
655,0.0,1.0,1019.5,1021.04,1019.48,14.0,76,9.88,4.01,93,2.3,10,18,3200
656,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,4.09,93,2.35,10,18,3200
657,0.0,1.0,1019.5,1021.04,1019.48,14.1,77,10.17,4.2,91,2.29,10,18,3200
658,0.0,1.0,1019.5,1021.04,1019.48,14.3,77,10.36,4.15,89,2.14,10,18,3200
659,0.0,1.0,1019.5,1021.04,1019.48,14.3,76,10.17,4.26,89,2.19,10,18,3200
660,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,4.3,90,2.28,10,19,3200
661,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,4.11,91,2.24,10,19,3200
662,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,3.99,92,2.23,10,19,3200
663,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,4.01,92,2.24,10,19,3200
664,0.0,1.0,1019.4,1020.94,1019.38,14.1,76,9.98,3.88,95,2.34,10,19,3200
665,0.0,1.0,1019.4,1020.94,1019.38,14.1,76,9.98,3.58,99,2.35,10,19,3200
666,0.0,1.0,1019.4,1020.94,1019.38,14.1,76,9.98,3.81,97,2.4,10,19,3200
667,0.0,1.0,1019.4,1020.94,1019.38,14.1,76,9.98,4.05,95,2.44,10,19,3200
668,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,4.0,95,2.41,10,19,3200
669,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,3.88,95,2.34,10,19,3200
670,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,3.91,94,2.3,10,19,3200
671,0.0,1.0,1019.5,1021.04,1019.48,14.1,76,9.98,3.85,92,2.15,10,19,3200
672,0.0,1.0,1019.5,1021.04,1019.48,14.0,76,9.88,3.69,94,2.17,10,19,3200
673,0.0,1.0,1019.5,1021.04,1019.48,13.9,77,9.97,3.99,94,2.34,10,19,3200
674,0.0,1.0,1019.5,1021.04,1019.48,14.1,77,10.17,3.85,96,2.37,10,19,3200
675,0.0,1.0,1019.6,1021.14,1019.58,14.1,77,10.17,3.5,97,2.2,10,19,3200
676,0.0,1.0,1019.6,1021.14,1019.58,14.0,76,9.88,3.76,93,2.16,10,19,3200
677,0.0,1.0,1019.6,1021.14,1019.58,14.0,77,10.07,3.77,92,2.11,10,19,3200
678,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.77,93,2.16,10,19,3200
679,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.9,94,2.29,10,19,3200
680,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.82,94,2.25,10,19,3200
681,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.7,95,2.23,10,19,3200
682,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.68,96,2.27,10,19,3200
683,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.64,98,2.34,10,19,3200
684,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.43,103,2.43,10,19,3200
685,0.0,1.0,1019.5,1021.04,1019.48,14.0,77,10.07,3.48,103,2.46,10,19,3200
686,0.0,1.0,1019.5,1021.04,1019.48,13.9,77,9.97,3.69,102,2.56,10,19,3200
687,0.0,1.0,1019.5,1021.04,1019.48,13.7,77,9.78,3.98,99,2.61,10,19,3200
688,0.0,1.0,1019.5,1021.04,1019.48,13.8,78,10.07,3.78,100,2.53,10,19,3200
689,0.0,1.0,1019.5,1021.04,1019.48,13.9,78,10.17,3.34,105,2.44,10,19,3200
690,0.0,1.0,1019.5,1021.04,1019.48,13.7,77,9.78,3.42,103,2.41,10,19,3200
691,0.0,1.0,1019.5,1021.04,1019.48,13.6,78,9.87,3.81,100,2.55,10,19,3200
692,0.0,1.0,1019.5,1021.04,1019.48,13.7,78,9.97,3.88,101,2.64,10,19,3200
693,0.0,1.0,1019.5,1021.04,1019.48,13.8,79,10.26,4.06,103,2.87,10,19,3200
694,0.0,1.0,1019.5,1021.04,1019.48,13.9,78,10.17,4.36,105,3.19,10,19,3200
695,0.0,1.0,1019.5,1021.04,1019.48,14.1,78,10.36,4.17,105,3.05,10,19,3200
696,0.0,1.0,1019.4,1020.94,1019.38,14.1,77,10.17,4.18,101,2.85,10,19,3200
697,0.0,1.0,1019.4,1020.94,1019.38,14.2,77,10.27,3.89,103,2.75,10,19,3200
698,0.0,1.0,1019.4,1020.94,1019.38,14.1,77,10.17,3.83,106,2.84,10,19,3200
699,0.0,1.0,1019.4,1020.94,1019.38,14.0,77,10.07,4.02,108,3.08,10,19,3200
700,0.0,1.0,1019.4,1020.94,1019.38,14.0,77,10.07,3.92,110,3.09,10,19,3200
701,0.0,1.0,1019.4,1020.94,1019.38,13.9,77,9.97,3.97,108,3.05,10,19,3200
702,0.0,1.0,1019.4,1020.94,1019.38,13.8,77,9.88,4.16,105,3.04,10,19,3200
703,0.0,1.0,1019.4,1020.94,1019.38,13.9,78,10.17,4.29,105,3.14,10,19,3200
704,0.0,1.0,1019.4,1020.94,1019.38,14.0,78,10.26,4.5,104,3.24,10,19,3200
705,0.0,1.0,1019.3,1020.84,1019.28,13.9,77,9.97,4.86,106,3.61,10,19,3200
706,0.0,1.0,1019.4,1020.94,1019.38,13.9,78,10.17,5.25,113,4.3,10,19,3200
707,0.0,1.0,1019.3,1020.84,1019.28,14.0,78,10.26,5.02,111,4.01,10,19,3200
708,0.0,1.0,1019.3,1020.84,1019.28,14.1,77,10.17,4.6,108,3.52,10,19,3200
709,0.0,1.0,1019.3,1020.84,1019.28,14.0,77,10.07,4.59,112,3.71,10,19,3200
710,0.0,1.0,1019.3,1020.84,1019.28,14.0,77,10.07,4.88,108,3.74,10,19,3200
711,0.0,1.0,1019.3,1020.84,1019.28,14.1,77,10.17,4.84,110,3.82,10,19,3200
712,0.0,1.0,1019.3,1020.84,1019.28,14.2,77,10.27,4.53,112,3.66,10,19,3200
713,0.0,1.0,1019.3,1020.84,1019.28,14.3,77,10.36,4.6,113,3.77,10,19,3200
714,0.0,1.0,1019.3,1020.84,1019.28,14.4,76,10.27,4.6,116,3.9,10,19,3200
715,0.0,1.0,1019.4,1020.94,1019.38,14.4,76,10.27,4.72,114,3.92,10,19,3200
716,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,4.94,113,4.05,10,19,3200
717,0.0,1.0,1019.3,1020.84,1019.28,14.3,76,10.17,4.79,110,3.77,10,19,3200
718,0.0,1.0,1019.4,1020.94,1019.38,14.2,76,10.07,4.88,111,3.9,10,19,3200
719,0.0,1.0,1019.4,1020.94,1019.38,14.1,77,10.17,5.1,113,4.18,10,19,3200
720,0.0,1.0,1019.4,1020.94,1019.38,14.1,77,10.17,4.99,113,4.09,10,20,3200
721,0.0,1.0,1019.3,1020.84,1019.28,14.2,77,10.27,4.74,114,3.93,10,20,3200
722,0.0,1.0,1019.4,1020.94,1019.38,14.2,77,10.27,4.56,117,3.91,10,20,3200
723,0.0,1.0,1019.3,1020.84,1019.28,14.0,77,10.07,5.09,116,4.32,10,20,3200
724,0.0,1.0,1019.3,1020.84,1019.28,14.1,78,10.36,5.17,115,4.34,10,20,3200
725,0.0,1.0,1019.3,1020.84,1019.28,14.2,78,10.46,5.04,118,4.36,10,20,3200
726,0.0,1.0,1019.3,1020.84,1019.28,14.3,77,10.36,5.58,119,4.88,10,20,3200
727,0.0,1.0,1019.3,1020.84,1019.28,14.4,77,10.46,5.41,118,4.68,10,20,3200
728,0.0,1.0,1019.4,1020.94,1019.38,14.4,76,10.27,5.14,119,4.5,10,20,3200
729,0.0,1.0,1019.4,1020.94,1019.38,14.4,76,10.27,5.1,119,4.46,10,20,3200
730,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,4.8,118,4.16,10,20,3200
731,0.0,1.0,1019.4,1020.94,1019.38,14.3,77,10.36,4.82,115,4.04,10,20,3200
732,0.0,1.0,1019.4,1020.94,1019.38,14.3,77,10.36,4.87,116,4.13,10,20,3200
733,0.0,1.0,1019.3,1020.84,1019.28,14.4,77,10.46,4.65,117,3.99,10,20,3200
734,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,4.5,119,3.94,10,20,3200
735,0.0,1.0,1019.4,1020.94,1019.38,14.3,76,10.17,4.72,118,4.09,10,20,3200
736,0.0,1.0,1019.3,1020.84,1019.28,14.3,77,10.36,4.36,119,3.81,10,20,3200
737,0.0,1.0,1019.4,1020.94,1019.38,14.2,77,10.27,3.93,119,3.44,10,20,3200
738,0.0,1.0,1019.4,1020.94,1019.38,14.2,77,10.27,3.68,118,3.18,10,20,3200
739,0.0,1.0,1019.4,1020.94,1019.38,14.1,77,10.17,3.53,122,3.17,10,20,3200
740,0.0,1.0,1019.4,1020.94,1019.38,13.9,77,9.97,4.29,119,3.76,10,20,3200
741,0.0,1.0,1019.4,1020.94,1019.38,14.0,78,10.26,4.67,119,4.09,10,20,3200
742,0.0,1.0,1019.4,1020.94,1019.38,14.1,78,10.36,4.21,122,3.79,10,20,3200
743,0.0,1.0,1019.4,1020.95,1019.38,14.0,78,10.26,4.15,122,3.73,10,20,3200
744,0.0,1.0,1019.4,1020.95,1019.38,13.9,78,10.17,4.77,126,4.42,10,20,3200
745,0.0,1.0,1019.4,1020.94,1019.38,14.0,79,10.45,5.01,124,4.57,10,20,3200
746,0.0,1.0,1019.3,1020.84,1019.28,14.2,78,10.46,4.24,122,3.81,10,20,3200
747,0.0,1.0,1019.4,1020.94,1019.38,14.3,78,10.56,4.4,122,3.96,10,20,3200
748,0.0,1.0,1019.4,1020.94,1019.38,14.2,77,10.27,4.88,124,4.46,10,20,3200
749,0.0,1.0,1019.4,1020.95,1019.38,14.1,78,10.36,4.51,126,4.18,10,20,3200
750,0.0,1.0,1019.4,1020.95,1019.38,14.1,78,10.36,4.62,125,4.25,10,20,3200
751,0.0,1.0,1019.4,1020.95,1019.38,14.1,78,10.36,4.66,125,4.29,10,20,3200
752,0.0,1.0,1019.4,1020.95,1019.38,14.1,78,10.36,4.04,128,3.79,10,20,3200
753,0.0,1.0,1019.4,1020.95,1019.38,14.0,78,10.26,3.74,125,3.44,10,20,3200
754,0.0,1.0,1019.3,1020.85,1019.28,13.9,78,10.17,3.72,123,3.37,10,20,3200
755,0.0,1.0,1019.3,1020.85,1019.28,13.9,78,10.17,3.88,124,3.54,10,20,3200
756,0.0,1.0,1019.3,1020.85,1019.28,13.9,78,10.17,3.95,123,3.58,10,20,3200
757,0.0,1.0,1019.3,1020.85,1019.28,13.9,79,10.35,3.51,124,3.21,10,20,3200
758,0.0,1.0,1019.3,1020.85,1019.28,13.8,79,10.26,3.35,124,3.06,10,20,3200
759,0.0,1.0,1019.3,1020.85,1019.28,13.8,79,10.26,3.77,122,3.39,10,20,3200
760,0.0,1.0,1019.3,1020.84,1019.28,13.8,79,10.26,3.77,122,3.39,10,20,3200
761,0.0,1.0,1019.3,1020.84,1019.28,13.8,79,10.26,3.85,124,3.52,10,20,3200
762,0.0,1.0,1019.3,1020.84,1019.28,13.8,79,10.26,3.91,122,3.51,10,20,3200
763,0.0,1.0,1019.4,1020.95,1019.38,13.8,79,10.26,3.62,126,3.36,10,20,3200
764,0.0,1.0,1019.4,1020.95,1019.38,13.7,79,10.16,3.4,126,3.16,10,20,3200
765,0.0,1.0,1019.4,1020.95,1019.38,13.6,80,10.25,3.42,122,3.07,10,20,3200
766,0.0,1.0,1019.4,1020.95,1019.38,13.7,80,10.35,3.38,122,3.03,10,20,3200
767,0.0,1.0,1019.4,1020.94,1019.38,13.7,80,10.35,3.13,124,2.86,10,20,3200
768,0.0,1.0,1019.4,1020.94,1019.38,13.5,79,9.96,3.33,128,3.13,10,20,3200
769,0.0,1.0,1019.4,1020.94,1019.38,13.4,80,10.05,3.24,131,3.1,10,20,3200
770,0.0,1.0,1019.4,1020.94,1019.38,13.4,81,10.24,3.01,128,2.83,10,20,3200
771,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,2.96,126,2.75,10,20,3200
772,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.35,123,3.04,10,20,3200
773,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.53,123,3.2,10,20,3200
774,0.0,1.0,1019.4,1020.94,1019.38,13.5,82,10.52,3.34,126,3.09,10,20,3200
775,0.0,1.0,1019.4,1020.94,1019.38,13.5,81,10.34,3.34,121,2.98,10,20,3200
776,0.0,1.0,1019.4,1020.94,1019.38,13.5,81,10.34,3.19,117,2.74,10,20,3200
777,0.0,1.0,1019.4,1020.94,1019.38,13.5,80,10.15,3.19,119,2.79,10,20,3200
778,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.42,119,2.99,10,20,3200
779,0.0,1.0,1019.4,1020.94,1019.38,13.4,81,10.24,3.64,118,3.15,10,20,3200
780,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.59,115,3.01,10,21,3200
781,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.64,113,2.98,10,21,3200
782,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.66,115,3.07,10,21,3200
783,0.0,1.0,1019.5,1021.05,1019.48,13.4,82,10.42,3.21,115,2.69,10,21,3200
784,0.0,1.0,1019.5,1021.04,1019.48,13.3,81,10.14,2.93,115,2.46,10,21,3200
785,0.0,1.0,1019.5,1021.04,1019.48,13.2,81,10.04,2.96,113,2.42,10,21,3200
786,0.0,1.0,1019.5,1021.04,1019.48,13.1,82,10.13,3.17,109,2.47,10,21,3200
787,0.0,1.0,1019.5,1021.04,1019.48,13.0,82,10.03,3.36,105,2.46,10,21,3200
788,0.0,1.0,1019.5,1021.04,1019.48,13.1,82,10.13,3.37,102,2.34,10,21,3200
789,0.0,1.0,1019.5,1021.05,1019.48,13.0,82,10.03,3.6,99,2.36,10,21,3200
790,0.0,1.0,1019.5,1021.04,1019.48,13.1,83,10.31,3.82,98,2.46,10,21,3200
791,0.0,1.0,1019.5,1021.04,1019.48,13.3,83,10.5,3.73,97,2.34,10,21,3200
792,0.0,1.0,1019.5,1021.04,1019.48,13.3,82,10.32,3.69,96,2.27,10,21,3200
793,0.0,1.0,1019.5,1021.04,1019.48,13.3,82,10.32,3.79,96,2.34,10,21,3200
794,0.0,1.0,1019.4,1020.94,1019.38,13.4,82,10.42,3.82,94,2.25,10,21,3200
795,0.0,1.0,1019.4,1020.94,1019.38,13.5,82,10.52,3.52,95,2.12,10,21,3200
796,0.0,1.0,1019.4,1020.94,1019.38,13.4,81,10.24,3.22,96,1.98,10,21,3200
797,0.0,1.0,1019.4,1020.94,1019.38,13.3,81,10.14,3.23,95,1.95,10,21,3200
798,0.0,1.0,1019.4,1020.94,1019.38,13.1,81,9.94,3.42,97,2.15,10,21,3200
799,0.0,1.0,1019.4,1020.94,1019.38,13.1,82,10.13,3.62,96,2.23,10,21,3200
800,0.0,1.0,1019.4,1020.94,1019.38,13.0,82,10.03,3.93,99,2.58,10,21,3200
801,0.0,1.0,1019.4,1020.94,1019.38,13.0,83,10.21,3.83,99,2.51,10,21,3200
802,0.0,1.0,1019.4,1020.94,1019.38,13.1,83,10.31,3.99,94,2.35,10,21,3200
803,0.0,1.0,1019.4,1020.94,1019.38,13.1,83,10.31,4.14,95,2.49,10,21,3200
804,0.0,1.0,1019.4,1020.94,1019.38,13.3,83,10.5,4.4,99,2.89,10,21,3200
805,0.0,1.0,1019.3,1020.84,1019.28,13.4,83,10.6,4.98,99,3.27,10,21,3200
806,0.0,1.0,1019.3,1020.84,1019.28,13.5,83,10.7,4.62,97,2.9,10,21,3200
807,0.0,1.0,1019.3,1020.84,1019.28,13.7,82,10.71,4.59,99,3.01,10,21,3200
808,0.0,1.0,1019.3,1020.84,1019.28,13.6,81,10.43,4.76,96,2.93,10,21,3200
809,0.0,1.0,1019.3,1020.84,1019.28,13.6,81,10.43,4.26,95,2.56,10,21,3200
810,0.0,1.0,1019.3,1020.84,1019.28,13.5,81,10.34,4.09,99,2.69,10,21,3200
811,0.0,1.0,1019.3,1020.84,1019.28,13.3,81,10.14,4.26,98,2.74,10,21,3200
812,0.0,1.0,1019.3,1020.84,1019.28,13.3,82,10.32,4.49,96,2.77,10,21,3200
813,0.0,1.0,1019.3,1020.84,1019.28,13.2,82,10.22,4.39,99,2.88,10,21,3200
814,0.0,1.0,1019.4,1020.94,1019.38,13.2,83,10.4,4.33,99,2.84,10,21,3200
815,0.0,1.0,1019.4,1020.94,1019.38,13.2,82,10.22,4.95,95,2.98,10,21,3200
816,0.0,1.0,1019.4,1020.94,1019.38,13.4,83,10.6,4.94,94,2.9,10,21,3200
817,0.0,1.0,1019.4,1020.94,1019.38,13.4,83,10.6,4.11,91,2.24,10,21,3200
818,0.0,1.0,1019.4,1020.94,1019.38,13.2,82,10.22,3.78,86,1.78,10,21,3200
819,0.0,1.0,1019.3,1020.84,1019.28,12.9,81,9.75,3.88,82,1.58,10,21,3200
820,0.0,1.0,1019.3,1020.84,1019.28,12.7,82,9.73,3.95,78,1.35,10,21,3200
821,0.0,1.0,1019.3,1020.84,1019.28,12.4,83,9.62,3.98,79,1.43,10,21,3200
822,0.0,1.0,1019.3,1020.84,1019.28,12.3,83,9.52,3.86,81,1.51,10,21,3200
823,0.0,1.0,1019.3,1020.84,1019.28,12.2,84,9.6,3.97,82,1.62,10,21,3200
824,0.0,1.0,1019.3,1020.84,1019.28,12.1,85,9.68,4.11,79,1.47,10,21,3200
825,0.0,1.0,1019.4,1020.94,1019.38,12.0,85,9.58,3.83,80,1.44,10,21,3200
826,0.0,1.0,1019.4,1020.94,1019.38,12.0,86,9.75,3.7,83,1.56,10,21,3200
827,0.0,1.0,1019.5,1021.04,1019.48,11.9,86,9.65,3.88,82,1.58,10,21,3200
828,0.0,1.0,1019.5,1021.04,1019.48,11.9,87,9.82,3.77,82,1.53,10,21,3200
829,0.0,1.0,1019.5,1021.04,1019.48,11.8,87,9.73,3.58,82,1.46,10,21,3200
830,0.0,1.0,1019.5,1021.04,1019.48,11.8,87,9.73,3.66,80,1.37,10,21,3200
831,0.0,1.0,1019.5,1021.04,1019.48,11.8,87,9.73,3.67,77,1.2,10,21,3200
832,0.0,1.0,1019.5,1021.04,1019.48,11.7,87,9.63,3.57,77,1.16,10,21,3200
833,0.0,1.0,1019.4,1020.94,1019.38,11.6,87,9.53,3.61,77,1.18,10,21,3200
834,0.0,1.0,1019.4,1020.94,1019.38,11.6,87,9.53,3.69,79,1.32,10,21,3200
835,0.0,1.0,1019.4,1020.94,1019.38,11.6,87,9.53,3.58,80,1.34,10,21,3200
836,0.0,1.0,1019.4,1020.94,1019.38,11.5,88,9.6,3.33,82,1.35,10,21,3200
837,0.0,1.0,1019.4,1020.94,1019.38,11.4,87,9.33,3.25,84,1.43,10,21,3200
838,0.0,1.0,1019.4,1020.94,1019.38,11.3,87,9.23,3.41,82,1.39,10,21,3200
839,0.0,1.0,1019.4,1020.94,1019.38,11.2,87,9.13,3.52,81,1.38,10,21,3200
840,0.0,1.0,1019.4,1020.94,1019.38,11.2,88,9.3,3.44,82,1.4,10,22,3200
841,0.0,1.0,1019.5,1021.04,1019.48,11.1,88,9.2,3.47,81,1.35,10,22,3200
842,0.0,1.0,1019.5,1021.04,1019.48,11.0,88,9.11,3.49,84,1.53,10,22,3200
843,0.0,1.0,1019.5,1021.04,1019.48,10.9,88,9.01,3.37,86,1.58,10,22,3200
844,0.0,1.0,1019.4,1020.94,1019.38,10.9,89,9.17,3.46,85,1.57,10,22,3200
845,0.0,1.0,1019.4,1020.94,1019.38,11.0,89,9.27,3.57,87,1.73,10,22,3200
846,0.0,1.0,1019.4,1020.94,1019.38,11.1,90,9.54,3.48,88,1.74,10,22,3200
847,0.0,1.0,1019.4,1020.94,1019.38,11.2,90,9.63,3.46,87,1.68,10,22,3200
848,0.0,1.0,1019.4,1020.94,1019.38,11.4,90,9.83,3.64,86,1.71,10,22,3200
849,0.0,1.0,1019.4,1020.94,1019.38,11.5,90,9.93,3.62,85,1.64,10,22,3200
850,0.0,1.0,1019.4,1020.94,1019.38,11.5,90,9.93,3.69,85,1.67,10,22,3200
851,0.0,1.0,1019.3,1020.84,1019.28,11.5,89,9.77,3.9,89,2.01,10,22,3200
852,0.0,1.0,1019.3,1020.84,1019.28,11.7,89,9.96,3.78,91,2.06,10,22,3200
853,0.0,1.0,1019.3,1020.84,1019.28,11.7,89,9.96,3.52,87,1.71,10,22,3200
854,0.0,1.0,1019.3,1020.84,1019.28,11.6,88,9.7,3.41,86,1.6,10,22,3200
855,0.0,1.0,1019.3,1020.84,1019.28,11.5,88,9.6,3.49,84,1.53,10,22,3200
856,0.0,1.0,1019.3,1020.84,1019.28,11.4,88,9.5,3.56,84,1.56,10,22,3200
857,0.0,1.0,1019.3,1020.84,1019.28,11.2,88,9.3,3.51,86,1.65,10,22,3200
858,0.0,1.0,1019.3,1020.84,1019.28,11.2,88,9.3,3.31,83,1.4,10,22,3200
859,0.0,1.0,1019.3,1020.84,1019.28,11.1,89,9.37,3.23,80,1.21,10,22,3200
860,0.0,1.0,1019.3,1020.84,1019.28,11.0,89,9.27,3.18,77,1.03,10,22,3200
861,0.0,1.0,1019.3,1020.84,1019.28,11.0,89,9.27,3.11,75,0.91,10,22,3200
862,0.0,1.0,1019.3,1020.84,1019.28,11.0,89,9.27,3.0,74,0.83,10,22,3200
863,0.0,1.0,1019.3,1020.84,1019.28,11.0,90,9.44,2.97,72,0.72,10,22,3200
864,0.0,1.0,1019.3,1020.84,1019.28,11.1,90,9.54,2.8,68,0.49,10,22,3200
865,0.0,1.0,1019.3,1020.84,1019.28,11.2,91,9.8,2.41,64,0.25,10,22,3200
866,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,2.55,67,0.4,10,22,3200
867,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,2.65,71,0.6,10,22,3200
868,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,2.51,73,0.65,10,22,3200
869,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,2.43,71,0.55,10,22,3200
870,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,2.2,70,0.46,10,22,3200
871,0.0,1.0,1019.3,1020.84,1019.28,11.2,90,9.63,1.99,71,0.45,10,22,3200
872,0.0,1.0,1019.3,1020.84,1019.28,11.1,90,9.54,1.97,69,0.38,10,22,3200
873,0.0,1.0,1019.3,1020.84,1019.28,11.1,90,9.54,2.12,71,0.48,10,22,3200
874,0.0,1.0,1019.3,1020.84,1019.28,11.0,90,9.44,2.19,72,0.53,10,22,3200
875,0.0,1.0,1019.3,1020.84,1019.28,11.0,90,9.44,2.16,73,0.56,10,22,3200
876,0.0,1.0,1019.3,1020.84,1019.28,11.0,90,9.44,2.18,75,0.64,10,22,3200
877,0.0,1.0,1019.3,1020.84,1019.28,10.9,90,9.34,2.27,77,0.74,10,22,3200
878,0.0,1.0,1019.2,1020.74,1019.18,10.9,90,9.34,2.31,78,0.79,10,22,3200
879,0.0,1.0,1019.2,1020.74,1019.18,10.8,90,9.24,2.39,82,0.97,10,22,3200
880,0.0,1.0,1019.2,1020.74,1019.18,10.7,90,9.14,2.78,87,1.35,10,22,3200
881,0.0,1.0,1019.2,1020.74,1019.18,10.7,90,9.14,2.76,83,1.16,10,22,3200
882,0.0,1.0,1019.2,1020.74,1019.18,10.7,91,9.3,2.45,78,0.84,10,22,3200
883,0.0,1.0,1019.1,1020.64,1019.08,10.6,90,9.04,2.41,75,0.7,10,22,3200
884,0.0,1.0,1019.1,1020.64,1019.08,10.5,90,8.94,2.49,75,0.73,10,22,3200
885,0.0,1.0,1019.1,1020.64,1019.08,10.4,90,8.84,2.68,80,1.0,10,22,3200
886,0.0,1.0,1019.1,1020.64,1019.08,10.5,91,9.1,2.56,79,0.92,10,22,3200
887,0.0,1.0,1019.1,1020.64,1019.08,10.5,91,9.1,2.4,79,0.86,10,22,3200
888,0.0,1.0,1019.1,1020.64,1019.08,10.5,92,9.27,2.43,86,1.14,10,22,3200
889,0.0,1.0,1019.2,1020.74,1019.18,10.5,92,9.27,2.47,93,1.41,10,22,3200
890,0.0,1.0,1019.2,1020.74,1019.18,10.7,92,9.46,2.93,95,1.76,10,22,3200
891,0.0,1.0,1019.2,1020.74,1019.18,10.8,92,9.56,3.01,97,1.9,10,22,3200
892,0.0,1.0,1019.2,1020.74,1019.18,11.1,93,10.02,2.42,92,1.35,10,22,3200
893,0.0,1.0,1019.2,1020.74,1019.18,11.0,93,9.92,2.26,91,1.23,10,22,3200
894,0.0,1.0,1019.2,1020.74,1019.18,10.9,92,9.66,2.22,93,1.27,10,22,3200
895,0.0,1.0,1019.2,1020.74,1019.18,10.9,92,9.66,2.11,86,0.99,10,22,3200
896,0.0,1.0,1019.2,1020.74,1019.18,10.9,92,9.66,2.08,83,0.88,10,22,3200
